judul_berita,url_berita,tanggal_berita
Gebrakan AHY: Sulap 154 Kawasan Transmigrasi Jadi Pusat Ekonomi BaruNews1 menit yang lalu,https://www.cnbcindonesia.com/news/20250926133255-4-670482/gebrakan-ahy-sulap-154-kawasan-transmigrasi-jadi-pusat-ekonomi-baru,2025-09-26T00:00:00+07:00
"DPR Minta Minimum Free Float Naik Jadi 30%, Ini Kata AnalisMarket5 menit yang lalu",https://www.cnbcindonesia.com/market/20250926132206-17-670479/dpr-minta-minimum-free-float-naik-jadi-30-ini-kata-analis,2025-09-26T00:00:00+07:00
"InternasionalEks Presiden Divonis 5 Tahun Penjara, Terjerat Skandal Rezim DiktatorNews11 menit yang lalu",https://www.cnbcindonesia.com/news/20250926134907-4-670493/eks-presiden-divonis-5-tahun-penjara-terjerat-skandal-rezim-diktator,2025-09-26T00:00:00+07:00
"Bukan Harta, 9 Hal Paling Diinginkan Orang dalam Hidup versi PsikologLifestyle13 menit yang lalu",https://www.cnbcindonesia.com/lifestyle/20250926110440-33-670404/bukan-harta-9-hal-paling-diinginkan-orang-dalam-hidup-versi-psikolog,2025-09-26T00:00:00+07:00
"Purbaya Makan Siang Bareng Bos BI, Ini yang Dibahas!Market16 menit yang lalu",https://www.cnbcindonesia.com/market/20250926141155-17-670500/purbaya-makan-siang-bareng-bos-bi-ini-yang-dibahas,2025-09-26T00:00:00+07:00
"Rupiah Jeblok: Siap-Siap Harga Tempe, Gula Hingga Mie Instan MelonjakResearch21 menit yang lalu",https://www.cnbcindonesia.com/research/20250926112704-128-670414/rupiah-jeblok-siap-siap-harga-tempe-gula-hingga-mie-instan-melonjak,2025-09-26T00:00:00+07:00
"Kemenperin Geram, Tunjuk Pintu Masuk Barang Impor Ilegal Serbu RINews26 menit yang lalu",https://www.cnbcindonesia.com/news/20250926112953-4-670416/kemenperin-geram-tunjuk-pintu-masuk-barang-impor-ilegal-serbu-ri,2025-09-26T00:00:00+07:00
"Tinggal Disahkan Paripurna DPR, Ini 12 Poin Penting Revisi UU BUMNMarket33 menit yang lalu",https://www.cnbcindonesia.com/market/20250926133745-17-670489/tinggal-disahkan-paripurna-dpr-ini-12-poin-penting-revisi-uu-bumn,2025-09-26T00:00:00+07:00
Bank Asing Makin Banyak yang Jual Dolar di Angka Rp17.000Market35 menit yang lalu,https://www.cnbcindonesia.com/market/20250926125441-17-670457/bank-asing-makin-banyak-yang-jual-dolar-di-angka-rp17000,2025-09-26T00:00:00+07:00
"Cari Profit Lewat Fortuno School, Begini Cara Mulai Trading dari Nol!Market35 menit yang lalu",https://www.cnbcindonesia.com/market/20250926135714-17-670495/cari-profit-lewat-fortuno-school-begini-cara-mulai-trading-dari-nol,2025-09-26T00:00:00+07:00
"Indonesia Darurat Bersih-Bersih Tambang Ilegal, TINS Sudah Jadi KorbanNews41 menit yang lalu",https://www.cnbcindonesia.com/news/20250926132030-4-670468/indonesia-darurat-bersih-bersih-tambang-ilegal-tins-sudah-jadi-korban,2025-09-26T00:00:00+07:00
"Permintaan Melonjak, Galeri 24 Pastikan Stok Emas Batangan AmanNews45 menit yang lalu",https://www.cnbcindonesia.com/news/20250926133454-4-670483/permintaan-melonjak-galeri-24-pastikan-stok-emas-batangan-aman,2025-09-26T00:00:00+07:00
"Cek Iuran BPJS Kesehatan Terkini, Berlaku 26 September 2025News45 menit yang lalu",https://www.cnbcindonesia.com/news/20250926125040-4-670453/cek-iuran-bpjs-kesehatan-terkini-berlaku-26-september-2025,2025-09-26T00:00:00+07:00
"Ulang Tahun ke-70, Ini Jatuh Bangun CIMB Niaga Membangun IndonesiaResearch49 menit yang lalu",https://www.cnbcindonesia.com/research/20250926095620-128-670377/ulang-tahun-ke-70-ini-jatuh-bangun-cimb-niaga-membangun-indonesia,2025-09-26T00:00:00+07:00
2 Prompt Gemini AI Edit Foto Dikelilingi Bunga Matahari dan SakuraTech54 menit yang lalu,https://www.cnbcindonesia.com/tech/20250926130816-37-670464/2-prompt-gemini-ai-edit-foto-dikelilingi-bunga-matahari-dan-sakura,2025-09-26T00:00:00+07:00
"InternasionalDetik-Detik Pesawat Netanyahu Hindari Prancis, Takut Ditangkap ICCNews56 menit yang lalu",https://www.cnbcindonesia.com/news/20250926123509-4-670450/detik-detik-pesawat-netanyahu-hindari-prancis-takut-ditangkap-icc,2025-09-26T00:00:00+07:00
"Tak Cuma Investree, Cek 6 Startup Bangkrut dan Bermasalah di RITech1 jam yang lalu",https://www.cnbcindonesia.com/tech/20250926125545-37-670463/tak-cuma-investree-cek-6-startup-bangkrut-dan-bermasalah-di-ri,2025-09-26T00:00:00+07:00
"Pegadaian Umumkan 450 Pemenang ""Badai Emas 2025"" Periode 1News1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926132002-4-670475/pegadaian-umumkan-450-pemenang-badai-emas-2025-periode-1,2025-09-26T00:00:00+07:00
"Di PBB, Menlu Sugiono: RI Dukung Badan Kemanusiaan PPB untuk PalestinaNews1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926132433-4-670476/di-pbb-menlu-sugiono-ri-dukung-badan-kemanusiaan-ppb-untuk-palestina,2025-09-26T00:00:00+07:00
Ini 4 Alasan Orang Sulit Meminta Maaf kepada Orang LainLifestyle1 jam yang lalu,https://www.cnbcindonesia.com/lifestyle/20250926110102-33-670400/ini-4-alasan-orang-sulit-meminta-maaf-kepada-orang-lain,2025-09-26T00:00:00+07:00
"OJK Konpers Investree di Bandara, Seret Adrian Gunadi Balik ke RI?Market1 jam yang lalu",https://www.cnbcindonesia.com/market/20250926125448-17-670456/ojk-konpers-investree-di-bandara-seret-adrian-gunadi-balik-ke-ri,2025-09-26T00:00:00+07:00
"Tak Jadi Dilebur ke Danantara, Kementerian Diubah Jadi BP BUMNMarket1 jam yang lalu",https://www.cnbcindonesia.com/market/20250926125401-17-670455/tak-jadi-dilebur-ke-danantara-kementerian-diubah-jadi-bp-bumn,2025-09-26T00:00:00+07:00
"2025 Sisa 3 Bulan, Kuota Rumah FLPP Subsidi Masih Ada 167.000 UnitNews1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926125749-4-670458/2025-sisa-3-bulan-kuota-rumah-flpp-subsidi-masih-ada-167000-unit,2025-09-26T00:00:00+07:00
"Fakta Keracunan Massal Menu MBG, Ada Lauk Ikan Hiu & Respons BGNLifestyle1 jam yang lalu",https://www.cnbcindonesia.com/lifestyle/20250926123321-33-670448/fakta-keracunan-massal-menu-mbg-ada-lauk-ikan-hiu-respons-bgn,2025-09-26T00:00:00+07:00
Proyeksi Produksi Tembaga & Emas Freeport di 2026 Diramal Turun 35%News1 jam yang lalu,https://www.cnbcindonesia.com/news/20250926123211-4-670449/proyeksi-produksi-tembaga-emas-freeport-di-2026-diramal-turun-35,2025-09-26T00:00:00+07:00
"Daftar Pemilik Baru TikTok Bertabur Miliarder, Elon Musk Tak DiajakTech1 jam yang lalu",https://www.cnbcindonesia.com/tech/20250926120412-37-670442/daftar-pemilik-baru-tiktok-bertabur-miliarder-elon-musk-tak-diajak,2025-09-26T00:00:00+07:00
"InternasionalChaos! Warga Ibu Kota Mengamuk, Mal Dibakar-Jam Malam DitetapkanNews1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926113344-4-670418/chaos-warga-ibu-kota-mengamuk-mal-dibakar-jam-malam-ditetapkan,2025-09-26T00:00:00+07:00
"Menteri Transmigrasi-Menperin Teken MoU, Ini Rencana-Sasaran UtamanyaNews1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926123614-4-670452/menteri-transmigrasi-menperin-teken-mou-ini-rencana-sasaran-utamanya,2025-09-26T00:00:00+07:00
"IHSG OTW Happy Weekend, Menguat Lagi Dekati Level 8.100Market1 jam yang lalu",https://www.cnbcindonesia.com/market/20250926124540-17-670454/ihsg-otw-happy-weekend-menguat-lagi-dekati-level-8100,2025-09-26T00:00:00+07:00
"Anggaran IKN Dipatok Rp6,2 T di 2026, Purbaya Janji Kebut PencairanNews1 jam yang lalu",https://www.cnbcindonesia.com/news/20250926121914-4-670444/anggaran-ikn-dipatok-rp62-t-di-2026-purbaya-janji-kebut-pencairan,2025-09-26T00:00:00+07:00
3 Kombinasi Makanan yang Perlu Dihindari demi Kesehatan PencernaanLifestyle2 jam yang lalu,https://www.cnbcindonesia.com/lifestyle/20250926100648-33-670383/3-kombinasi-makanan-yang-perlu-dihindari-demi-kesehatan-pencernaan,2025-09-26T00:00:00+07:00
"Awalnya Ngobrol di Whoosh, Menteri Transmigrasi-Menperin Teken MoU IniNews2 jam yang lalu",https://www.cnbcindonesia.com/news/20250926115902-4-670440/awalnya-ngobrol-di-whoosh-menteri-transmigrasi-menperin-teken-mou-ini,2025-09-26T00:00:00+07:00
"Jelang Hari TambangTinggalkan Kandang, 3 Emiten Raksasa RI Bersiap Jajah Tambang AsingResearch2 jam yang lalu",https://www.cnbcindonesia.com/research/20250924163935-128-669897/tinggalkan-kandang-3-emiten-raksasa-ri-bersiap-jajah-tambang-asing,2025-09-26T00:00:00+07:00
"Purbaya Panggil Soal Rokok Ilegal, Bukalapak: Tidak RelevanTech2 jam yang lalu",https://www.cnbcindonesia.com/tech/20250926111714-37-670412/purbaya-panggil-soal-rokok-ilegal-bukalapak-tidak-relevan,2025-09-26T00:00:00+07:00
"InternasionalPerang Dagang Baru Mulai Lagi 1 Oktober, Trump Naikkan Tarif 25-100%News2 jam yang lalu",https://www.cnbcindonesia.com/news/20250926120141-4-670441/perang-dagang-baru-mulai-lagi-1-oktober-trump-naikkan-tarif-25-100,2025-09-26T00:00:00+07:00
"84 Pasal Diubah, Revisi UU BUMN Siap Dibawa ke ParipurnaMarket2 jam yang lalu",https://www.cnbcindonesia.com/market/20250926115336-17-670435/84-pasal-diubah-revisi-uu-bumn-siap-dibawa-ke-paripurna,2025-09-26T00:00:00+07:00
Haji Robert & Hapsoro Diam-Diam Lepas 10 Juta Saham Prajogo (PTRO)Market2 jam yang lalu,https://www.cnbcindonesia.com/market/20250926112030-17-670410/haji-robert-hapsoro-diam-diam-lepas-10-juta-saham-prajogo--ptro-,2025-09-26T00:00:00+07:00
Gawat! DPR Sebut Mafia Timah MerajalelaNews2 jam yang lalu,https://www.cnbcindonesia.com/news/20250926112231-4-670411/gawat-dpr-sebut-mafia-timah-merajalela,2025-09-26T00:00:00+07:00
"Sempat Digembok Gegara Langgar Komitmen, BEI Buka Suspensi KOKAMarket2 jam yang lalu",https://www.cnbcindonesia.com/market/20250926112125-17-670417/sempat-digembok-gegara-langgar-komitmen-bei-buka-suspensi-koka,2025-09-26T00:00:00+07:00
Kabupaten Trenggalek Raih 2 Kategori Penghargaan SIPP Award 2025News2 jam yang lalu,https://www.cnbcindonesia.com/news/20250926113107-4-670421/kabupaten-trenggalek-raih-2-kategori-penghargaan-sipp-award-2025,2025-09-26T00:00:00+07:00
Simak! Beda Sikap Trump Vs Prabowo Soal Energi Baru TerbarukanNews2 jam yang lalu,https://www.cnbcindonesia.com/news/20250926110750-4-670406/simak-beda-sikap-trump-vs-prabowo-soal-energi-baru-terbarukan,2025-09-26T00:00:00+07:00
"Bos Pabrik Rokok Datangi Kantor Purbaya, Sampaikan Pesan IniNews2 jam yang lalu",https://www.cnbcindonesia.com/news/20250926113400-4-670419/bos-pabrik-rokok-datangi-kantor-purbaya-sampaikan-pesan-ini,2025-09-26T00:00:00+07:00
Tak Berdaya! Rupiah Babak Belur Lawan Mata Uang ASEANResearch3 jam yang lalu,https://www.cnbcindonesia.com/research/20250926102414-128-670389/tak-berdaya-rupiah-babak-belur-lawan-mata-uang-asean,2025-09-26T00:00:00+07:00
"Buntut Pembobolan Rekening Sekuritas Rp 70 M, OJK Panggil BCAMarket3 jam yang lalu",https://www.cnbcindonesia.com/market/20250926112940-17-670415/buntut-pembobolan-rekening-sekuritas-rp-70-m-ojk-panggil-bca,2025-09-26T00:00:00+07:00
"InternasionalNetanyahu Ngamuk Lagi! Bombardir Negara Arab, 9 Tewas & 170 Luka-LukaNews3 jam yang lalu",https://www.cnbcindonesia.com/news/20250926110646-4-670405/netanyahu-ngamuk-lagi-bombardir-negara-arab-9-tewas-170-luka-luka,2025-09-26T00:00:00+07:00
"Dukung Penurunan Emisi-Penanggulangan Bencana, Ini Peran Penting BPDLHNews3 jam yang lalu",https://www.cnbcindonesia.com/news/20250926112320-4-670413/dukung-penurunan-emisi-penanggulangan-bencana-ini-peran-penting-bpdlh,2025-09-26T00:00:00+07:00
"Chatib Basri Ungkap Efek Bunga Deposito Dolar Naik, Rupiah Bisa LoyoMarket3 jam yang lalu",https://www.cnbcindonesia.com/market/20250926111645-17-670409/chatib-basri-ungkap-efek-bunga-deposito-dolar-naik-rupiah-bisa-loyo,2025-09-26T00:00:00+07:00
"Purbaya Sentil Rokok Ilegal, TikTok Shop Bilang Tanggung Jawab PenjualTech3 jam yang lalu",https://www.cnbcindonesia.com/tech/20250926110804-37-670407/purbaya-sentil-rokok-ilegal-tiktok-shop-bilang-tanggung-jawab-penjual,2025-09-26T00:00:00+07:00
Daftar 7 Bandara Terkecil Dunia & Jumlah Penerbangan yang TerbatasLifestyle3 jam yang lalu,https://www.cnbcindonesia.com/lifestyle/20250926092434-33-670373/daftar-7-bandara-terkecil-dunia-jumlah-penerbangan-yang-terbatas,2025-09-26T00:00:00+07:00
Komisi VI DPR Sepakat Kementerian BUMN Diubah Jadi Badan PengaturanMarket3 jam yang lalu,https://www.cnbcindonesia.com/market/20250926110357-17-670402/komisi-vi-dpr-sepakat-kementerian-bumn-diubah-jadi-badan-pengaturan,2025-09-26T00:00:00+07:00
Purbaya Ancam Ambil Alih Uang Pemda yang Masih Nganggur Ekonomi • 19 jam yang lalu,https://www.cnnindonesia.com/ekonomi/20250925180050-532-1277772/purbaya-ancam-ambil-alih-uang-pemda-yang-masih-nganggur,2025-09-25T19:37:33+07:00
"Luhut: Program MBG Bagus, Tinggal Pengelolaan yang Tertib Ekonomi • 20 jam yang lalu",https://www.cnnindonesia.com/ekonomi/20250925100133-532-1277517/luhut-program-mbg-bagus-tinggal-pengelolaan-yang-tertib,2025-09-25T17:51:44+07:00
Purbaya Optimistis Mimpi Prabowo Defisit APBN 0 Persen Bisa Terwujud Ekonomi • 2 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250923163703-532-1276872/purbaya-optimistis-mimpi-prabowo-defisit-apbn-0-persen-bisa-terwujud,2025-09-23T17:15:17+07:00
Purbaya Pede Bisa Genjot Ekonomi RI Lebih Cepat Tanpa Tambah Utang Ekonomi • 2 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250923142814-532-1276800/purbaya-pede-bisa-genjot-ekonomi-ri-lebih-cepat-tanpa-tambah-utang,2025-09-23T15:18:00+07:00
"Purbaya Tegaskan Data Ekonomi RI Tumbuh 5,12 Persen Bukan Manipulasi Ekonomi • 3 hari yang lalu",https://www.cnnindonesia.com/ekonomi/20250922162321-532-1276432/purbaya-tegaskan-data-ekonomi-ri-tumbuh-512-persen-bukan-manipulasi,2025-09-22T19:30:38+07:00
"Purbaya Panggil Tokopedia Cs, Larang Jual Rokok Ilegal Mulai 1 Oktober Ekonomi • 3 hari yang lalu",https://www.cnnindonesia.com/ekonomi/20250922174710-532-1276471/purbaya-panggil-tokopedia-cs-larang-jual-rokok-ilegal-mulai-1-oktober,2025-09-22T18:15:49+07:00
Purbaya Ancam Sikat Oknum Bea Cukai Terlibat Peredaran Rokok Ilegal Ekonomi • 3 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250922153320-532-1276410/purbaya-ancam-sikat-oknum-bea-cukai-terlibat-peredaran-rokok-ilegal,2025-09-22T16:28:44+07:00
Menkeu Purbaya soal Satgas BLBI: Kalau Cuma Buat Keributan Enggak Usah Ekonomi • 6 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250920072756-532-1275700/menkeu-purbaya-soal-satgas-blbi-kalau-cuma-buat-keributan-enggak-usah,2025-09-20T07:50:00+07:00
Purbaya Tegas Tolak Tax Amnesty Jilid III: Beri Sinyal Boleh Melanggar Ekonomi • 1 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250919140705-532-1275476/purbaya-tegas-tolak-tax-amnesty-jilid-iii-beri-sinyal-boleh-melanggar,2025-09-19T14:21:32+07:00
"Purbaya soal Gugatan Tutut Soeharto: Sudah Dicabut, Beliau Kirim Salam Ekonomi • 1 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250918151932-532-1275123/purbaya-soal-gugatan-tutut-soeharto-sudah-dicabut-beliau-kirim-salam,2025-09-18T15:41:16+07:00
"Purbaya: Yang Takut RI Gelap, Jangan Khawatir, Sebentar Lagi Terang Ekonomi • 1 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250917122423-532-1274591/purbaya-yang-takut-ri-gelap-jangan-khawatir-sebentar-lagi-terang,2025-09-17T12:39:25+07:00
Purbaya Bersuara Saat Kebijakannya Dibandingkan dengan Sri Mulyani Ekonomi • 1 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250917103601-532-1274537/purbaya-bersuara-saat-kebijakannya-dibandingkan-dengan-sri-mulyani,2025-09-17T10:50:07+07:00
"01:59 VIDEO: Purbaya: Dirut Bank Himbara Pusing, Saya Suruh Mereka Mikir TV • 1 minggu yang lalu",https://www.cnnindonesia.com/tv/20250916111325-400-1274175/video-purbaya-dirut-bank-himbara-pusing-saya-suruh-mereka-mikir,2025-09-16T11:15:45+07:00
Purbaya Pede Defisit APBN Tak Melebar Gara-gara Stimulus Ekonomi Ekonomi • 1 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250915175909-532-1273968/purbaya-pede-defisit-apbn-tak-melebar-gara-gara-stimulus-ekonomi,2025-09-15T21:00:45+07:00
Purbaya Sebut Ada Bank Ngaku Tak Sanggup Serap Uang Pemerintah Rp200 T Ekonomi • 1 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250915183126-532-1273985/purbaya-sebut-ada-bank-ngaku-tak-sanggup-serap-uang-pemerintah-rp200-t,2025-09-15T19:04:47+07:00
"Purbaya Guyur Bank Rp200 T, Zulhas Singgung Jatah Kopdes Merah Putih Ekonomi • 1 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250915134736-92-1273846/purbaya-guyur-bank-rp200-t-zulhas-singgung-jatah-kopdes-merah-putih,2025-09-15T19:03:22+07:00
05:08 VIDEO: Menanti Penyerapan Dana Suntikan Rp.200 Triliun TV • 1 minggu yang lalu,https://www.cnnindonesia.com/tv/20250914132720-404-1273533/video-menanti-penyerapan-dana-suntikan-rp200-triliun,2025-09-14T13:53:17+07:00
"Bank Himbara Dapat Suntikan Rp200 T, untuk Apa? Ekonomi • 1 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250912173110-532-1273102/bank-himbara-dapat-suntikan-rp200-t-untuk-apa,2025-09-13T08:10:08+07:00
Purbaya Akan Naikkan Jatah Anggaran Daerah Usai PBB Naik Selangit Ekonomi • 2 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250911185023-532-1272721/purbaya-akan-naikkan-jatah-anggaran-daerah-usai-pbb-naik-selangit,2025-09-11T19:22:47+07:00
Apa Efek Jika Purbaya Sebar Dana Pemerintah Rp200 T di BI ke Bank? Ekonomi • 2 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250911111354-532-1272488/apa-efek-jika-purbaya-sebar-dana-pemerintah-rp200-t-di-bi-ke-bank,2025-09-11T12:07:47+07:00
04:19 VIDEO: Rapat Perdana Menkeu Purbaya Dicecar Komisi XI DPR TV • 2 minggu yang lalu,https://www.cnnindonesia.com/tv/20250911092357-400-1272431/video-rapat-perdana-menkeu-purbaya-dicecar-komisi-xi-dpr,2025-09-11T09:26:30+07:00
"Serapan Anggaran Rendah, Purbaya Minta Bos BGN Jumpa Pers Tiap Bulan Ekonomi • 2 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250910180046-532-1272257/serapan-anggaran-rendah-purbaya-minta-bos-bgn-jumpa-pers-tiap-bulan,2025-09-10T20:20:40+07:00
00:55 VIDEO: Purbaya Tanya Balik DPR soal Warisan Masalah Fiskal dan Moneter Ekonomi • 2 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250910175630-536-1272255/video-purbaya-tanya-balik-dpr-soal-warisan-masalah-fiskal-dan-moneter,2025-09-10T18:16:44+07:00
Purbaya Sebut Rp425 T Mengendap di BI: Makanya Orang Susah Cari Kerja Ekonomi • 2 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250910160549-532-1272212/purbaya-sebut-rp425-t-mengendap-di-bi-makanya-orang-susah-cari-kerja,2025-09-10T17:02:00+07:00
Menperin Pastikan Wadah Makan MBG Wajib SNI Tahun Ini Ekonomi • 1 jam yang lalu,https://www.cnnindonesia.com/ekonomi/20250926122611-92-1277971/menperin-pastikan-wadah-makan-mbg-wajib-sni-tahun-ini,2025-09-26T13:32:18+07:00
"26 Siswa Keracunan MBG, Pemkab Mamuju Sulbar Tetapkan Status KLB Nasional • 1 jam yang lalu",https://www.cnnindonesia.com/nasional/20250926130401-20-1277987/26-siswa-keracunan-mbg-pemkab-mamuju-sulbar-tetapkan-status-klb,2025-09-26T13:14:58+07:00
11:44 VIDEO: Kondisi Terkini Korban Keracunan MBG di Bandung Barat TV • 1 jam yang lalu,https://www.cnnindonesia.com/tv/20250926124251-400-1277979/video-kondisi-terkini-korban-keracunan-mbg-di-bandung-barat,2025-09-26T12:49:13+07:00
Food Tray MBG di Lebak Diduga Tercemar Air Limbah Bekas Makanan Nasional • 2 jam yang lalu,https://www.cnnindonesia.com/nasional/20250926111757-20-1277943/food-tray-mbg-di-lebak-diduga-tercemar-air-limbah-bekas-makanan,2025-09-26T11:47:50+07:00
04:25 VIDEO: SPPG di Lebak Diduga Abaikan Higienitas Pengolahan MBG TV • 3 jam yang lalu,https://www.cnnindonesia.com/tv/20250926113358-400-1277954/video-sppg-di-lebak-diduga-abaikan-higienitas-pengolahan-mbg,2025-09-26T11:37:54+07:00
"Lontarkan Kritik Keras MBG di Depan DPR, Siapa Itu dr Tan Shot Yen? Gaya Hidup • 4 jam yang lalu",https://www.cnnindonesia.com/gaya-hidup/20250926092945-255-1277878/lontarkan-kritik-keras-mbg-di-depan-dpr-siapa-itu-dr-tan-shot-yen,2025-09-26T10:15:45+07:00
02:08 VIDEO: Ibu Hamil dan Menyusui Jadi Korban Keracunan MBG TV • 4 jam yang lalu,https://www.cnnindonesia.com/tv/20250926092706-400-1277879/video-ibu-hamil-dan-menyusui-jadi-korban-keracunan-mbg,2025-09-26T09:38:55+07:00
04:59 VIDEO: Siswa Kabupaten Bandung Barat Keracunan MBG TV • 5 jam yang lalu,https://www.cnnindonesia.com/tv/20250926091548-400-1277872/video-siswa-kabupaten-bandung-barat-keracunan-mbg,2025-09-26T09:19:35+07:00
"Viral Serpihan Kaca dalam Menu MBG di Batam, SPPG Sebut Tak Sengaja Nasional • 5 jam yang lalu",https://www.cnnindonesia.com/nasional/20250926082950-20-1277865/viral-serpihan-kaca-dalam-menu-mbg-di-batam-sppg-sebut-tak-sengaja,2025-09-26T08:55:28+07:00
"05:15 VIDEO: Ditemukan Ulat dan Belatung, MBG Dievaluasi TV • 6 jam yang lalu",https://www.cnnindonesia.com/tv/20250926081207-400-1277863/video-ditemukan-ulat-dan-belatung-mbg-dievaluasi,2025-09-26T08:15:51+07:00
Daftar Pihak yang Minta MBG Disetop-Evaluasi Buntut Banyak Keracunan Ekonomi • 7 jam yang lalu,https://www.cnnindonesia.com/ekonomi/20250925162434-532-1277724/daftar-pihak-yang-minta-mbg-disetop-evaluasi-buntut-banyak-keracunan,2025-09-26T07:30:40+07:00
Setumpuk Respons Badan Gizi soal Kasus Keracunan MBG Ekonomi • 7 jam yang lalu,https://www.cnnindonesia.com/ekonomi/20250925153532-92-1277687/setumpuk-respons-badan-gizi-soal-kasus-keracunan-mbg,2025-09-26T06:53:52+07:00
Warga Demo SPPG di Makassar Buntut Temuan Belatung di Nampan MBG Nasional • 9 jam yang lalu,https://www.cnnindonesia.com/nasional/20250925202942-20-1277818/warga-demo-sppg-di-makassar-buntut-temuan-belatung-di-nampan-mbg,2025-09-26T04:51:19+07:00
Dasco Minta Aparat Hukum Ikut Investigasi Kasus Keracunan MBG Nasional • 11 jam yang lalu,https://www.cnnindonesia.com/nasional/20250925170543-32-1277755/dasco-minta-aparat-hukum-ikut-investigasi-kasus-keracunan-mbg,2025-09-26T03:36:21+07:00
